2012-10-18 14:56:11 - Cliente 25: MO530,2012-10-18,14:57:00,12.72,23.64,0,0,0,0,-0.048,NAN,-99.1,-103.4,NAN,477.7,0,0.8010,0,-98.1,0,-100.9,0 
2012-10-18 14:56:49 - Cliente 25: MO530,2012-10-18,14:57:30,12.72,23.64,0,0,0,0,-0.0720,NAN,-97.6,-103.2,NAN,477.7,0,1.12,0,-95.6,0,-99.2000,0 
2012-10-18 14:57:19 - Cliente 25: MO530,2012-10-18,14:58:00,12.72,23.64,0,0,0,0,-0.0720,NAN,-95.7000,-102.9,NAN,477.8,0,0.306,0,-95.4,0,-96.5,0 
2012-10-18 14:57:49 - Cliente 25: MO530,2012-10-18,14:58:30,12.72,23.64,0,0,0,0,-0.048,NAN,-96.5,-102.8,NAN,477.8,0,0.254,0,-95.9,0,-97,0 
2012-10-18 14:58:19 - Cliente 25: MO530,2012-10-18,14:59:00,12.72,23.64,0,0,0,0,-0.0720,NAN,-96.9,-102.9,NAN,477.8,0,1.083,0,-95.4,0,-98.6,0 
2012-10-18 14:58:49 - Cliente 25: MO530,2012-10-18,14:59:30,12.72,23.64,0,0,0,0,-0.0720,NAN,-99.9,-103.2,NAN,477.8,0,0.592,0,-98.7000,0,-100.9,0 
2012-10-18 14:59:19 - Cliente 25: MO530,2012-10-18,15:00:00,12.72,23.64,0,0,0,0,-0.048,NAN,-97.1,-103,NAN,478,0,0.532,0,-96.6,0,-98.7000,0 
2012-10-18 14:59:49 - Cliente 25: MO530,2012-10-18,15:00:30,12.72,23.64,0,0,0,0,-0.0720,NAN,-95,-102.6,NAN,477.9,0,1.003,0,-93.5,0,-96.8,0 
2012-10-18 15:00:19 - Cliente 25: MO530,2012-10-18,15:01:00,12.72,23.63,0,0,0,0,-0.0720,NAN,-94.7000,-102.5,NAN,477.9,0,0.874,0,-93.3,0,-95.9,0 
2012-10-18 15:00:49 - Cliente 25: MO530,2012-10-18,15:01:30,12.72,23.63,0,0,0,0,-0.0720,NAN,-97.5,-102.8,NAN,477.8,0,0.86,0,-96.1,0,-98.7000,0 
2012-10-18 15:01:19 - Cliente 25: MO530,2012-10-18,15:02:00,12.72,23.63,0,0,0,0,-0.096,NAN,-98.1,-103,NAN,477.8,0,0.288,0,-97.7000,0,-98.6,0 
2012-10-18 15:01:49 - Cliente 25: MO530,2012-10-18,15:02:30,12.72,23.62,0,0,0,0,-0.0720,NAN,-97,-102.9,NAN,477.9,0,0.743,0,-96.1,0,-98.2000,0 
2012-10-18 15:02:19 - Cliente 25: MO530,2012-10-18,15:03:00,12.72,23.62,0,0,0,0,-0.0720,NAN,-96.1,-102.7,NAN,478,0,0.548,0,-95.3,0,-97,0 
2012-10-18 15:02:49 - Cliente 25: MO530,2012-10-18,15:03:30,12.72,23.61,0,0,0,0,-0.048,NAN,-98.7000,-103,NAN,478,0,0.634,0,-97.3,0,-99.8,0 
2012-10-18 15:03:19 - Cliente 25: MO530,2012-10-18,15:04:00,12.72,23.61,0,0,0,0,-0.048,NAN,-99,-103.2,NAN,477.9,0,0.253,0,-98.4,0,-99.4,0 
2012-10-18 15:03:49 - Cliente 25: MO530,2012-10-18,15:04:30,12.72,23.61,0,0,0,0,-0.048,NAN,-98.2000,-103.1,NAN,477.8,0,0.768,0,-96.6,0,-99,0 
2012-10-18 15:04:19 - Cliente 25: MO530,2012-10-18,15:05:00,12.72,23.61,0,0,0,0,-0.048,NAN,-94.6,-102.7,NAN,477.9,0,0.934,0,-93.4,0,-96.4,0 
2012-10-18 15:04:49 - Cliente 25: MO530,2012-10-18,15:05:30,12.72,23.61,0,0,0,0,-0.096,NAN,-95,-102.6,NAN,477.9,0,0.693,0,-93.3,0,-95.8,0 
2012-10-18 15:05:19 - Cliente 25: MO530,2012-10-18,15:06:00,12.72,23.61,0,0,0,0,-0.0720,NAN,-94.3,-102.6,NAN,477.9,0,1.159,0,-92.9,0,-96.2000,0 
2012-10-18 15:05:49 - Cliente 25: MO530,2012-10-18,15:06:30,12.72,23.6,0,0,0,0,-0.0720,NAN,-96.2000,-102.8,NAN,477.9,0,0.97,0,-95.1,0,-97.8,0 
2012-10-18 15:06:19 - Cliente 25: MO530,2012-10-18,15:07:00,12.72,23.58,0,0,0,0,-0.096,NAN,-96.9,-102.9,NAN,477.8,0,0.245,0,-96.6,0,-97.6,0 
2012-10-18 15:06:49 - Cliente 25: MO530,2012-10-18,15:07:30,12.72,23.58,0,0,0,0,-0.0720,NAN,-99,-103.2,NAN,477.7,0,0.7270,0,-97.2000,0,-99.9,0 
2012-10-18 15:07:19 - Cliente 25: MO530,2012-10-18,15:08:00,12.72,23.58,0,0,0,0,-0.0720,NAN,-97.1,-103.1,NAN,477.7,0,0.46,0,-96.3,0,-98.3,0 
2012-10-18 15:07:49 - Cliente 25: MO530,2012-10-18,15:08:30,12.72,23.58,0,0,0,0,-0.0720,NAN,-94.9,-102.7,NAN,477.8,0,0.92,0,-93.6,0,-96.3,0 
2012-10-18 15:08:19 - Cliente 25: MO530,2012-10-18,15:09:00,12.72,23.58,0,0,0,0,-0.0720,NAN,-96.5,-102.8,NAN,477.7,0,0.997,0,-94.9,0,-98.2000,0 
2012-10-18 15:08:49 - Cliente 25: MO530,2012-10-18,15:09:30,12.72,23.58,0,0,0,0,-0.096,NAN,-98.2000,-103,NAN,477.7,0,0.48,0,-97,0,-98.9,0 
2012-10-18 15:09:19 - Cliente 25: MO530,2012-10-18,15:10:00,12.72,23.58,0,0,0,0,-0.0720,NAN,-94.8,-102.6,NAN,477.8,0,1.263,0,-93.2000,0,-96.8,0 
2012-10-18 15:09:49 - Cliente 25: MO530,2012-10-18,15:10:30,12.72,23.58,0,0,0,0,-0.0720,NAN,-95.4,-102.6,NAN,477.9,0,0.639,0,-93.8,0,-95.9,0 
2012-10-18 15:10:19 - Cliente 25: MO530,2012-10-18,15:11:00,12.72,23.58,0,0,0,0,-0.048,NAN,-95,-102.5,NAN,477.8,0,0.138,0,-94.8,0,-95.3,0 
2012-10-18 15:10:48 - Cliente 25: MO530,2012-10-18,15:11:30,12.72,23.58,0,0,0,0,-0.0720,NAN,-95.3,-102.5,NAN,477.8,0,0.507,0,-94.6,0,-96.1,0 
2012-10-18 15:11:19 - Cliente 25: MO530,2012-10-18,15:12:00,12.72,23.58,0,0,0,0,-0.048,NAN,-93.8,-102.4,NAN,477.9,0,0.453,0,-93,0,-94.7000,0 
2012-10-18 15:11:49 - Cliente 25: MO530,2012-10-18,15:12:30,12.72,23.58,0,0,0,0,-0.096,NAN,-94.1,-102.4,NAN,477.9,0,0.835,0,-93.2000,0,-95.6,0 
2012-10-18 15:12:10 - Cliente 25: MO530,2012-10-18,15:13:00,12.72,23.58,0,0,0,0,-0.048,NAN,-93.9,-102.4,NAN,477.9,0,0.548,0,-93.3,0,-95.1,0 
2012-10-18 15:12:48 - Cliente 25: MO530,2012-10-18,15:13:30,12.72,23.58,0,0,0,0,-0.0720,NAN,-93.8,-102.4,NAN,477.9,0,0.181,0,-93.5,0,-94.3,0 
2012-10-18 15:13:19 - Cliente 25: MO530,2012-10-18,15:14:00,12.72,23.58,0,0,0,0,-0.0720,NAN,-92.7000,-102.1,NAN,477.8,0,1.121,0,-91.3,0,-94.4,0 
2012-10-18 15:13:48 - Cliente 25: MO530,2012-10-18,15:14:30,12.72,23.58,0,0,0,0,-0.048,NAN,-94.3,-102.4,NAN,477.9,0,0.786,0,-92.3,0,-95.1,0 
2012-10-18 15:14:19 - Cliente 25: MO530,2012-10-18,15:15:00,12.72,23.58,0,0,0,0,-0.0720,NAN,-94.2000,-102.4,NAN,477.9,0,0.347,0,-93.5,0,-94.6,0 
2012-10-18 15:14:49 - Cliente 25: MO530,2012-10-18,15:15:30,12.72,23.58,0,0,0,0,-0.0720,NAN,-93.7000,-102.4,NAN,477.9,0,0.448,0,-93.1,0,-94.5,0 
2012-10-18 15:15:18 - Cliente 25: MO530,2012-10-18,15:16:00,12.72,23.58,0,0,0,0,-0.096,NAN,-94.8,-102.5,NAN,477.9,0,0.363,0,-94.3,0,-95.4,0 
2012-10-18 15:15:41 - Cliente 25: MO530,2012-10-18,15:16:30,12.72,23.57,0,0,0,0,-0.096,NAN,-92.8,-102.4,NAN,477.9,0,0.465,0,-92.3,0,-94.1,0 
2012-10-18 15:16:20 - Cliente 25: MO530,2012-10-18,15:17:00,12.72,23.57,0,0,0,0,-0.096,NAN,-92.9,-102.3,NAN,477.8,0,0.416,0,-91.6,0,-93.2000,0 
2012-10-18 15:16:49 - Cliente 25: MO530,2012-10-18,15:17:30,12.72,23.57,0,0,0,0,-0.0720,NAN,-92,-102.3,NAN,478,0,1.429,0,-90.6,0,-95.4,0 
2012-10-18 15:17:19 - Cliente 25: MO530,2012-10-18,15:18:00,12.72,23.56,0,0,0,0,-0.048,NAN,-97.1,-102.7,NAN,477.9,0,0.449,0,-95.7000,0,-97.7000,0 
2012-10-18 15:17:49 - Cliente 25: MO530,2012-10-18,15:18:30,12.72,23.55,0,0,0,0,-0.0720,NAN,-98.2000,-103,NAN,477.8,0,0.467,0,-97.5,0,-99,0 
2012-10-18 15:18:19 - Cliente 25: MO530,2012-10-18,15:19:00,12.72,23.55,0,0,0,0,-0.048,NAN,-97,-103,NAN,477.8,0,0.259,0,-96.4,0,-97.5,0 
2012-10-18 15:18:49 - Cliente 25: MO530,2012-10-18,15:19:30,12.72,23.55,0,0,0,0,-0.048,NAN,-99,-103.3,NAN,477.7,0,1.726,0,-96.4,0,-101.9,0 
2012-10-18 15:19:19 - Cliente 25: MO530,2012-10-18,15:20:00,12.72,23.55,0,0,0,0,-0.0720,NAN,-102.6,-103.7,NAN,477.7,0,0.7270,0,-101.4,0,-103.6,0 
2012-10-18 15:19:49 - Cliente 25: MO530,2012-10-18,15:20:30,12.72,23.55,0,0,0,0,-0.048,NAN,-100.1,-103.6,NAN,477.6,0,0.586,0,-99.3,0,-101.3,0 
2012-10-18 15:20:19 - Cliente 25: MO530,2012-10-18,15:21:00,12.72,23.54,0,0,0,0,-0.048,NAN,-100.1,-103.6,NAN,477.5,0,0.512,0,-99.3,0,-101,0 
2012-10-18 15:20:49 - Cliente 25: MO530,2012-10-18,15:21:30,12.72,23.53,0,0,0,0,-0.048,NAN,-100.8,-103.6,NAN,477.6,0,0.284,0,-99.9,0,-101.2,0 
2012-10-18 15:21:19 - Cliente 25: MO530,2012-10-18,15:22:00,12.72,23.53,0,0,0,0,-0.048,NAN,-99,-103.5,NAN,477.6,0,0.73,0,-98.1,0,-100.8,0 
2012-10-18 15:21:50 - Cliente 25: MO530,2012-10-18,15:22:30,12.72,23.52,0,0,0,0,-0.048,NAN,-98.1,-103.3,NAN,477.6,0,0.618,0,-97.2000,0,-99.2000,0 
2012-10-18 15:22:19 - Cliente 25: MO530,2012-10-18,15:23:00,12.72,23.53,0,0,0,0,-0.0720,NAN,-98,-103.2,NAN,477.6,0,0.349,0,-97.5,0,-98.8,0 
2012-10-18 15:22:40 - Cliente 25: MO530,2012-10-18,15:23:30,12.72,23.52,0,0,0,0,-0.0720,NAN,-98.2000,-103.3,NAN,477.6,0,0.399,0,-97.8,0,-99.1,0 
2012-10-18 15:23:19 - Cliente 25: MO530,2012-10-18,15:24:00,12.72,23.52,0,0,0,0,-0.048,NAN,-98.9,-103.3,NAN,477.6,0,0.308,0,-98.4,0,-99.3,0 
2012-10-18 15:23:49 - Cliente 25: MO530,2012-10-18,15:24:30,12.72,23.52,0,0,0,0,-0.0720,NAN,-99.6,-103.5,NAN,477.6,0,0.525,0,-98.6,0,-100,0 
2012-10-18 15:24:19 - Cliente 25: MO530,2012-10-18,15:25:00,12.72,23.52,0,0,0,0,-0.0720,NAN,-99.7000,-103.5,NAN,477.6,0,0.9040,0,-97.6,0,-100.6,0 
2012-10-18 15:24:49 - Cliente 25: MO530,2012-10-18,15:25:30,12.72,23.52,0,0,0,0,-0.048,NAN,-97.1,-103.2,NAN,477.6,0,0.215,0,-96.7000,0,-97.4,0 
2012-10-18 15:25:10 - Cliente 25: MO530,2012-10-18,15:26:00,12.72,23.52,0,0,0,0,-0.048,NAN,-95.9,-103,NAN,477.6,0,0.696,0,-94.8,0,-97.2000,0 
2012-10-18 15:25:49 - Cliente 25: MO530,2012-10-18,15:26:30,12.72,23.52,0,0,0,0,-0.048,NAN,-94.8,-102.7,NAN,477.7,0,0.454,0,-93.7000,0,-95.4,0 
2012-10-18 15:26:19 - Cliente 25: MO530,2012-10-18,15:27:00,12.72,23.52,0,0,0,0,-0.0720,NAN,-93.6,-102.7,NAN,477.7,0,0.8480,0,-92.8,0,-95.1,0 
2012-10-18 15:26:49 - Cliente 25: MO530,2012-10-18,15:27:30,12.72,23.52,0,0,0,0,-0.0720,NAN,-94.3,-102.7,NAN,477.8,0,0.553,0,-93.7000,0,-95.7000,0 
2012-10-18 15:27:19 - Cliente 25: MO530,2012-10-18,15:28:00,12.72,23.51,0,0,0,0,-0.0720,NAN,-97.4,-103,NAN,477.7,0,0.791,0,-95.8,0,-98.4,0 
2012-10-18 15:27:49 - Cliente 25: MO530,2012-10-18,15:28:30,12.72,23.5,0,0,0,0,-0.048,NAN,-97.4,-103.1,NAN,477.7,0,1.308,0,-95.5,0,-99.1,0 
2012-10-18 15:28:19 - Cliente 25: MO530,2012-10-18,15:29:00,12.72,23.5,0,0,0,0,-0.0720,NAN,-95.5,-103,NAN,477.7,0,0.405,0,-95,0,-96.2000,0 
2012-10-18 15:28:49 - Cliente 25: MO530,2012-10-18,15:29:30,12.72,23.5,0,0,0,0,-0.0720,NAN,-96,-103,NAN,477.7,0,0.565,0,-95.3,0,-97.3,0 
2012-10-18 15:29:19 - Cliente 25: MO530,2012-10-18,15:30:00,12.73,23.5,0,0,0,0,-0.0720,NAN,-97.4,-103,NAN,477.7,0,0.282,0,-96.9,0,-97.9,0 
2012-10-18 15:29:48 - Cliente 25: MO530,2012-10-18,15:30:30,12.72,23.5,0,0,0,0,-0.048,NAN,-96.6,-103.1,NAN,477.7,0,0.7780,0,-95.7000,0,-98,0 
2012-10-18 15:30:19 - Cliente 25: MO530,2012-10-18,15:31:00,12.72,23.5,0,0,0,0,-0.0720,NAN,-97.6,-103.1,NAN,477.7,0,0.7190,0,-96,0,-98.4,0 
2012-10-18 15:30:48 - Cliente 25: MO530,2012-10-18,15:31:30,12.72,23.5,0,0,0,0,-0.0720,NAN,-95.4,-102.9,NAN,477.7,0,0.336,0,-95,0,-96.2000,0 
2012-10-18 15:31:18 - Cliente 25: MO530,2012-10-18,15:32:00,12.72,23.5,0,0,0,0,-0.048,NAN,-97.9,-103.1,NAN,477.7,0,0.706,0,-96.4,0,-98.9,0 
2012-10-18 15:31:48 - Cliente 25: MO530,2012-10-18,15:32:30,12.72,23.5,0,0,0,0,-0.048,NAN,-97.7000,-103.2,NAN,477.8,0,0.34,0,-97.1,0,-98.2000,0 
2012-10-18 15:32:18 - Cliente 25: MO530,2012-10-18,15:33:00,12.72,23.5,0,0,0,0,-0.0720,NAN,-96.9,-103.1,NAN,477.7,0,0.54,0,-96,0,-97.6,0 
2012-10-18 15:32:48 - Cliente 25: MO530,2012-10-18,15:33:30,12.72,23.5,0,0,0,0,-0.048,NAN,-96.2000,-103,NAN,477.6,0,0.6900,0,-95.2000,0,-97.6,0 
2012-10-18 15:33:18 - Cliente 25: MO530,2012-10-18,15:34:00,12.72,23.49,0,0,0,0,-0.048,NAN,-97.7000,-103.2,NAN,477.6,0,0.52,0,-96.8,0,-98.3,0 
2012-10-18 15:33:48 - Cliente 25: MO530,2012-10-18,15:34:30,12.72,23.48,0,0,0,0,-0.0720,NAN,-97.4,-103.2,NAN,477.6,0,0.392,0,-96.8,0,-98.4,0 
2012-10-18 15:34:19 - Cliente 25: MO530,2012-10-18,15:35:00,12.73,23.47,0,0,0,0,-0.0720,NAN,-98.6,-103.4,NAN,477.6,0,0.204,0,-98.1,0,-99,0 
2012-10-18 15:34:48 - Cliente 25: MO530,2012-10-18,15:35:30,12.72,23.47,0,0,0,0,-0.048,NAN,-96.6,-103.1,NAN,477.6,0,0.675,0,-95.8,0,-98,0 
2012-10-18 15:35:18 - Cliente 25: MO530,2012-10-18,15:36:00,12.72,23.47,0,0,0,0,-0.0720,NAN,-97.2000,-103.2,NAN,477.5,0,0.813,0,-95.9,0,-98.1,0 
2012-10-18 15:35:48 - Cliente 25: MO530,2012-10-18,15:36:30,12.72,23.47,0,0,0,0,-0.0720,NAN,-96,-103,NAN,477.6,0,0.8930,0,-95,0,-97.6,0 
2012-10-18 15:36:18 - Cliente 25: MO530,2012-10-18,15:37:00,12.73,23.47,0,0,0,0,-0.048,NAN,-95.4,-102.9,NAN,477.6,0,0.482,0,-94.8,0,-96.1,0 
2012-10-18 15:36:48 - Cliente 25: MO530,2012-10-18,15:37:30,12.72,23.47,0,0,0,0,-0.0720,NAN,-96.6,-103,NAN,477.6,0,0.524,0,-95.2000,0,-97.1,0 
2012-10-18 15:37:20 - Cliente 25: MO530,2012-10-18,15:38:00,12.72,23.47,0,0,0,0,-0.048,NAN,-97.5,-103.2,NAN,477.6,0,0.586,0,-96.6,0,-98.6,0 
2012-10-18 15:37:49 - Cliente 25: MO530,2012-10-18,15:38:30,12.72,23.47,0,0,0,0,-0.0720,NAN,-100.4,-103.5,NAN,477.6,0,0.7320,0,-98.8,0,-101.2,0 
2012-10-18 15:38:11 - Cliente 25: MO530,2012-10-18,15:39:00,12.72,23.47,0,0,0,0,-0.0720,NAN,-100.2,-103.6,NAN,477.7,0,0.37,0,-99.6,0,-100.9,0 
2012-10-18 15:38:49 - Cliente 25: MO530,2012-10-18,15:39:30,12.72,23.47,0,0,0,0,-0.0720,NAN,-100.9,-103.8,NAN,477.5,0,0.485,0,-100.2,0,-101.9,0 
2012-10-18 15:39:19 - Cliente 25: MO530,2012-10-18,15:40:00,12.72,23.47,0,0,0,0,-0.048,NAN,-99.9,-103.6,NAN,477.6,0,1.459,0,-98,0,-102,0 
2012-10-18 15:39:49 - Cliente 25: MO530,2012-10-18,15:40:30,12.72,23.47,0,0,0,0,-0.0720,NAN,-97.6,-103.4,NAN,477.6,0,0.252,0,-97.2000,0,-97.9,0 
2012-10-18 15:40:19 - Cliente 25: MO530,2012-10-18,15:41:00,12.72,23.47,0,0,0,0,-0.096,NAN,-97.2000,-103.3,NAN,477.6,0,0.286,0,-96.7000,0,-97.8,0 
2012-10-18 15:40:49 - Cliente 25: MO530,2012-10-18,15:41:30,12.72,23.47,0,0,0,0,-0.0720,NAN,-96.8,-103.2,NAN,477.6,0,0.974,0,-94.9,0,-98,0 
2012-10-18 15:41:19 - Cliente 25: MO530,2012-10-18,15:42:00,12.72,23.47,0,0,0,0,-0.0720,NAN,-95.1,-103,NAN,477.7,0,0.635,0,-94.3,0,-96.3,0 
2012-10-18 15:41:49 - Cliente 25: MO530,2012-10-18,15:42:30,12.72,23.47,0,0,0,0,-0.0720,NAN,-98.4,-103.2,NAN,477.6,0,1.087,0,-96.3,0,-99.6,0 
2012-10-18 15:42:19 - Cliente 25: MO530,2012-10-18,15:43:00,12.72,23.47,0,0,0,0,-0.048,NAN,-98.3,-103.3,NAN,477.6,0,0.495,0,-97.6,0,-99.1,0 
2012-10-18 15:42:49 - Cliente 25: MO530,2012-10-18,15:43:30,12.72,23.46,0,0,0,0,-0.0720,NAN,-97.7000,-103.3,NAN,477.6,0,0.379,0,-97,0,-98.3,0 
2012-10-18 15:43:19 - Cliente 25: MO530,2012-10-18,15:44:00,12.72,23.46,0,0,0,0,-0.048,NAN,-98.9,-103.4,NAN,477.7,0,1.397,0,-96.9,0,-100.5,0 
2012-10-18 15:43:40 - Cliente 25: MO530,2012-10-18,15:44:30,12.72,23.46,0,0,0,0,-0.0720,NAN,-99.2000,-103.4,NAN,477.6,0,0.9160,0,-97.9,0,-100.6,0 
2012-10-18 15:44:19 - Cliente 25: MO530,2012-10-18,15:45:00,12.73,23.46,0,0,0,0,-0.048,NAN,-97,-103.1,NAN,477.6,0,1.625,0,-94.4,0,-99,0 
2012-10-18 15:44:49 - Cliente 25: MO530,2012-10-18,15:45:30,12.72,23.46,0,0,0,0,-0.0720,NAN,-97,-103.1,NAN,477.6,0,1.562,0,-94.4,0,-98.7000,0 
2012-10-18 15:45:19 - Cliente 25: MO530,2012-10-18,15:46:00,12.72,23.46,0,0,0,0,-0.096,NAN,-97.8,-103.3,NAN,477.6,0,0.503,0,-97.4,0,-99.4,0 
2012-10-18 15:45:40 - Cliente 25: MO530,2012-10-18,15:46:30,12.72,23.46,0,0,0,0,-0.0720,NAN,-99.9,-103.4,NAN,477.6,0,0.178,0,-99.5,0,-100.2,0 
2012-10-18 15:46:19 - Cliente 25: MO530,2012-10-18,15:47:00,12.72,23.46,0,0,0,0,-0.096,NAN,-99,-103.4,NAN,477.7,0,0.43,0,-98.4,0,-99.6,0 
2012-10-18 15:46:49 - Cliente 25: MO530,2012-10-18,15:47:30,12.72,23.46,0,0,0,0,-0.0720,NAN,-98.5,-103.3,NAN,477.6,0,0.163,0,-98.3,0,-98.9,0 
2012-10-18 15:47:19 - Cliente 25: MO530,2012-10-18,15:48:00,12.72,23.45,0,0,0,0,-0.048,NAN,-98.5,-103.3,NAN,477.6,0,0.344,0,-98,0,-99.2000,0 
2012-10-18 15:47:49 - Cliente 25: MO530,2012-10-18,15:48:30,12.72,23.46,0,0,0,0,-0.0720,NAN,-100.2,-103.6,NAN,477.5,0,0.373,0,-99.3,0,-100.6,0 
2012-10-18 15:48:19 - Cliente 25: MO530,2012-10-18,15:49:00,12.72,23.46,0,0,0,0,-0.0720,NAN,-97.9,-103.4,NAN,477.5,0,0.605,0,-97.2000,0,-99.1,0 
2012-10-18 15:48:49 - Cliente 25: MO530,2012-10-18,15:49:30,12.72,23.46,0,0,0,0,-0.048,NAN,-99.1,-103.4,NAN,477.5,0,0.495,0,-98,0,-99.8,0 
2012-10-18 15:49:19 - Cliente 25: MO530,2012-10-18,15:50:00,12.72,23.46,0,0,0,0,-0.0720,NAN,-97.1,-103.2,NAN,477.6,0,0.288,0,-96.7000,0,-97.7000,0 
2012-10-18 15:49:49 - Cliente 25: MO530,2012-10-18,15:50:30,12.72,23.46,0,0,0,0,-0.0720,NAN,-97.8,-103.2,NAN,477.6,0,0.437,0,-97.1,0,-98.5,0 
2012-10-18 15:50:19 - Cliente 25: MO530,2012-10-18,15:51:00,12.72,23.46,0,0,0,0,-0.096,NAN,-101,-103.6,NAN,477.6,0,0.9080,0,-98.8,0,-102.2,0 
2012-10-18 15:50:49 - Cliente 25: MO530,2012-10-18,15:51:30,12.72,23.45,0,0,0,0,-0.0720,NAN,-102.1,-103.9,NAN,477.6,0,0.24,0,-101.8,0,-102.6,0 
